,desc,n_nodes,label,pred,conv3_feats,TSNE1,TSNE2,Cluster,acc,Imp
14,PANLPWGSSNV,11,0,0,"tensor([[-0.0386, -0.0387, -0.0011, -0.1175,  0.0021,  0.1964,  0.0307, -0.0683,
          0.1514, -0.0048,  0.0803,  0.0603,  0.0825, -0.0404, -0.0228,  0.0661],
        [-0.0416, -0.0395, -0.0012, -0.1159, -0.0007,  0.1940,  0.0354, -0.0645,
          0.1503,  0.0005,  0.0761,  0.0639,  0.0860, -0.0392, -0.0275,  0.0691],
        [-0.0529, -0.0426, -0.0017, -0.1098, -0.0116,  0.1847,  0.0535, -0.0497,
          0.1459,  0.0209,  0.0600,  0.0781,  0.0993, -0.0348, -0.0456,  0.0809],
        [-0.0490, -0.0412,  0.0006, -0.1072, -0.0111,  0.1780,  0.0510, -0.0524,
          0.1409,  0.0195,  0.0569,  0.0730,  0.0963, -0.0338, -0.0431,  0.0771],
        [-0.0273, -0.0164,  0.0140, -0.0941, -0.0070,  0.1519,  0.0232, -0.0720,
          0.1216, -0.0016,  0.0295,  0.0549,  0.0744, -0.0332, -0.0367,  0.0505],
        [-0.0291, -0.0169,  0.0139, -0.0932, -0.0087,  0.1505,  0.0261, -0.0697,
          0.1210,  0.0016,  0.0270,  0.0571,  0.0765, -0.0325, -0.0395,  0.0524],
        [-0.0330, -0.0183,  0.0117, -0.0957, -0.0092,  0.1571,  0.0285, -0.0670,
          0.1259,  0.0030,  0.0301,  0.0622,  0.0794, -0.0335, -0.0421,  0.0562],
        [-0.0278, -0.0335,  0.0134, -0.0913, -0.0103,  0.1376,  0.0395, -0.0658,
          0.1113,  0.0147,  0.0362,  0.0456,  0.0814, -0.0270, -0.0311,  0.0564],
        [ 0.0790,  0.0042,  0.0733, -0.0217,  0.0016, -0.0430, -0.0272, -0.1389,
         -0.0232, -0.0227, -0.0479, -0.0922,  0.0024,  0.0012,  0.0375, -0.0482],
        [ 0.1953,  0.0454,  0.1386,  0.0542,  0.0145, -0.2399, -0.0999, -0.2186,
         -0.1699, -0.0634, -0.1396, -0.2425, -0.0837,  0.0319,  0.1122, -0.1624],
        [ 0.2185,  0.0536,  0.1516,  0.0693,  0.0170, -0.2792, -0.1144, -0.2345,
         -0.1991, -0.0715, -0.1579, -0.2725, -0.1009,  0.0380,  0.1271, -0.1851]])",13.642165,7.947101,2,1,0.0020019906
15,FFVAP,5,0,0,"tensor([[ 0.0277, -0.0139,  0.0445, -0.0551, -0.0041,  0.0438,  0.0048, -0.1038,
          0.0414, -0.0047, -0.0075, -0.0260,  0.0404, -0.0124,  0.0045,  0.0020],
        [ 0.0126, -0.0193,  0.0360, -0.0650, -0.0058,  0.0694,  0.0143, -0.0934,
          0.0605,  0.0006,  0.0045, -0.0065,  0.0516, -0.0164, -0.0052,  0.0169],
        [-0.0321, -0.0351,  0.0109, -0.0941, -0.0108,  0.1450,  0.0422, -0.0628,
          0.1168,  0.0162,  0.0397,  0.0512,  0.0846, -0.0282, -0.0339,  0.0607],
        [-0.0509, -0.0420, -0.0016, -0.1109, -0.0096,  0.1863,  0.0503, -0.0523,
          0.1467,  0.0173,  0.0628,  0.0756,  0.0969, -0.0356, -0.0424,  0.0789],
        [-0.0500, -0.0418, -0.0015, -0.1113, -0.0088,  0.1870,  0.0489, -0.0534,
          0.1470,  0.0158,  0.0641,  0.0745,  0.0959, -0.0359, -0.0410,  0.0780]])",11.391408,15.743758,2,1,0.01304266
16,GPFPVI,6,1,1,"tensor([[ 0.2749,  0.3093,  0.2007,  0.0916,  0.0471, -0.2282, -0.3464, -0.3389,
         -0.1592, -0.2783, -0.3442, -0.2097, -0.2239, -0.0181,  0.0588, -0.3140],
        [ 0.3191,  0.3182,  0.2250,  0.1208,  0.0513, -0.3072, -0.3684, -0.3673,
         -0.2180, -0.2885, -0.3750, -0.2706, -0.2543, -0.0044,  0.0902, -0.3553],
        [ 0.2788,  0.2137,  0.1957,  0.1000,  0.0377, -0.2949, -0.2679, -0.3145,
         -0.2097, -0.2027, -0.2889, -0.2704, -0.1933,  0.0121,  0.1043, -0.2875],
        [ 0.2183,  0.0901,  0.1542,  0.0669,  0.0207, -0.2561, -0.1448, -0.2446,
         -0.1816, -0.1005, -0.1797, -0.2511, -0.1133,  0.0269,  0.1108, -0.1963],
        [ 0.2091,  0.0503,  0.1463,  0.0632,  0.0160, -0.2632, -0.1085, -0.2281,
         -0.1872, -0.0682, -0.1505, -0.2603, -0.0939,  0.0355,  0.1211, -0.1759],
        [ 0.1682,  0.0358,  0.1234,  0.0365,  0.0115, -0.1941, -0.0830, -0.2001,
         -0.1357, -0.0539, -0.1183, -0.2076, -0.0637,  0.0247,  0.0948, -0.1358]])",-4.48593,-27.917143,3,1,-0.07418723
17,GPAGAPGAA,9,0,0,"tensor([[-2.9665e-02,  5.5603e-03,  1.5246e-02, -9.4964e-02, -6.5051e-03,
          1.6558e-01,  7.5138e-03, -7.5591e-02,  1.3240e-01, -1.6192e-02,
          1.3825e-02,  7.0908e-02,  6.9122e-02, -3.9500e-02, -4.9986e-02,
          4.5860e-02],
        [-2.4685e-02, -7.5364e-04,  1.2533e-02, -1.0270e-01,  1.4542e-03,
          1.7669e-01,  1.1820e-03, -8.2895e-02,  1.3844e-01, -2.6012e-02,
          3.5455e-02,  6.0661e-02,  6.3810e-02, -4.2243e-02, -3.4389e-02,
          4.2663e-02],
        [-2.9132e-02, -2.6932e-02,  2.8323e-03, -1.1669e-01,  7.5004e-03,
          1.9588e-01,  1.3566e-02, -7.9726e-02,  1.5014e-01, -2.0820e-02,
          7.6472e-02,  5.3156e-02,  7.0743e-02, -4.3126e-02, -1.6660e-02,
          5.3787e-02],
        [-2.4110e-02, -3.4719e-02, -4.4458e-04, -1.2543e-01,  1.6113e-02,
          2.0839e-01,  7.4821e-03, -8.7240e-02,  1.5699e-01, -3.0882e-02,
          1.0098e-01,  4.2081e-02,  6.5485e-02, -4.6041e-02,  4.7941e-04,
          5.0932e-02],
        [-2.0490e-02, -3.3734e-02, -2.9274e-04, -1.2739e-01,  1.9594e-02,
          2.1137e-01,  1.7014e-03, -9.1960e-02,  1.5839e-01, -3.7392e-02,
          1.0613e-01,  3.7552e-02,  6.1240e-02, -4.7451e-02,  6.2692e-03,
          4.7159e-02],
        [-2.0285e-02, -3.3678e-02, -2.8412e-04, -1.2750e-01,  1.9791e-02,
          2.1154e-01,  1.3729e-03, -9.2228e-02,  1.5847e-01, -3.7762e-02,
          1.0642e-01,  3.7294e-02,  6.0999e-02, -4.7531e-02,  6.5982e-03,
          4.6945e-02],
        [-1.9245e-02, -3.3396e-02, -2.4051e-04, -1.2807e-01,  2.0791e-02,
          2.1239e-01, -2.8734e-04, -9.3584e-02,  1.5887e-01, -3.9632e-02,
          1.0790e-01,  3.5993e-02,  5.9780e-02, -4.7936e-02,  8.2610e-03,
          4.5862e-02],
        [-1.7082e-02, -3.2807e-02, -1.4978e-04, -1.2924e-01,  2.2871e-02,
          2.1417e-01, -3.7414e-03, -9.6405e-02,  1.5970e-01, -4.3522e-02,
          1.1098e-01,  3.3287e-02,  5.7244e-02, -4.8778e-02,  1.1721e-02,
          4.3608e-02],
        [-2.1745e-02, -3.4076e-02, -3.4538e-04, -1.2671e-01,  1.8387e-02,
          2.1033e-01,  3.7055e-03, -9.0324e-02,  1.5790e-01, -3.5135e-02,
          1.0434e-01,  3.9122e-02,  6.2712e-02, -4.6962e-02,  4.2619e-03,
          4.8467e-02]])",0.6427898,22.080307,0,1,0.017138503
18,LPLP,4,0,0,"tensor([[ 0.0103, -0.0254,  0.0010, -0.1441,  0.0492,  0.2367, -0.0475, -0.1321,
          0.1703, -0.0928,  0.1500, -0.0010,  0.0251, -0.0595,  0.0556,  0.0150],
        [ 0.0235, -0.0218,  0.0016, -0.1513,  0.0618,  0.2475, -0.0685, -0.1493,
          0.1753, -0.1164,  0.1687, -0.0174,  0.0097, -0.0646,  0.0766,  0.0014],
        [ 0.0345, -0.0188,  0.0020, -0.1572,  0.0725,  0.2566, -0.0861, -0.1637,
          0.1796, -0.1363,  0.1844, -0.0312, -0.0032, -0.0689,  0.0942, -0.0101],
        [ 0.0235, -0.0218,  0.0016, -0.1513,  0.0619,  0.2476, -0.0685, -0.1493,
          0.1753, -0.1165,  0.1687, -0.0175,  0.0097, -0.0646,  0.0766,  0.0013]])",-16.664358,22.717907,0,1,0.011133151
19,IPQEVLP,7,0,0,"tensor([[-0.0501, -0.0418, -0.0015, -0.1113, -0.0089,  0.1870,  0.0490, -0.0534,
          0.1470,  0.0159,  0.0640,  0.0746,  0.0960, -0.0359, -0.0411,  0.0780],
        [-0.0446, -0.0403, -0.0013, -0.1143, -0.0036,  0.1916,  0.0401, -0.0606,
          0.1491,  0.0059,  0.0719,  0.0677,  0.0895, -0.0381, -0.0322,  0.0722],
        [-0.0374, -0.0375,  0.0045, -0.1056, -0.0056,  0.1710,  0.0389, -0.0634,
          0.1345,  0.0082,  0.0588,  0.0582,  0.0856, -0.0340, -0.0308,  0.0654],
        [-0.0173, -0.0303,  0.0159, -0.0921, -0.0037,  0.1360,  0.0268, -0.0769,
          0.1086,  0.0018,  0.0421,  0.0323,  0.0709, -0.0284, -0.0183,  0.0457],
        [-0.0237, -0.0321,  0.0157, -0.0886, -0.0098,  0.1307,  0.0369, -0.0686,
          0.1061,  0.0133,  0.0330,  0.0403,  0.0784, -0.0259, -0.0285,  0.0524],
        [-0.0166, -0.0310,  0.0105, -0.1050,  0.0059,  0.1631,  0.0154, -0.0843,
          0.1262, -0.0147,  0.0664,  0.0319,  0.0656, -0.0356, -0.0071,  0.0444],
        [-0.0331, -0.0372, -0.0008, -0.1205,  0.0074,  0.2010,  0.0219, -0.0755,
          0.1535, -0.0146,  0.0881,  0.0534,  0.0761, -0.0425, -0.0140,  0.0603]])",8.444021,19.639868,2,1,0.018145468
20,FALPQYLK,8,1,0,"tensor([[-5.4684e-02, -4.3036e-02, -1.7272e-03, -1.0883e-01, -1.3287e-02,
          1.8322e-01,  5.6313e-02, -4.7366e-02,  1.4521e-01,  2.4114e-02,
          5.7456e-02,  8.0341e-02,  1.0134e-01, -3.4132e-02, -4.8428e-02,
          8.2796e-02],
        [-5.3571e-02, -4.2733e-02, -1.6805e-03, -1.0943e-01, -1.2217e-02,
          1.8414e-01,  5.4535e-02, -4.8817e-02,  1.4564e-01,  2.2112e-02,
          5.9040e-02,  7.8948e-02,  1.0003e-01, -3.4566e-02, -4.6648e-02,
          8.1636e-02],
        [-2.4475e-02, -3.4818e-02, -4.5989e-04, -1.2523e-01,  1.5762e-02,
          2.0809e-01,  8.0652e-03, -8.6764e-02,  1.5685e-01, -3.0225e-02,
          1.0046e-01,  4.2538e-02,  6.5913e-02, -4.5899e-02, -1.0461e-04,
          5.1312e-02],
        [-2.3901e-02, -3.4662e-02, -4.3583e-04, -1.2554e-01,  1.6314e-02,
          2.0856e-01,  7.1490e-03, -8.7512e-02,  1.5707e-01, -3.1257e-02,
          1.0127e-01,  4.1820e-02,  6.5240e-02, -4.6122e-02,  8.1299e-04,
          5.0714e-02],
        [-2.1889e-02, -3.4115e-02, -3.5140e-04, -1.2663e-01,  1.8249e-02,
          2.1022e-01,  3.9345e-03, -9.0137e-02,  1.5785e-01, -3.4877e-02,
          1.0414e-01,  3.9301e-02,  6.2880e-02, -4.6906e-02,  4.0325e-03,
          4.8617e-02],
        [-5.0985e-02, -4.2029e-02, -1.5720e-03, -1.1084e-01, -9.7299e-03,
          1.8627e-01,  5.0405e-02, -5.2190e-02,  1.4664e-01,  1.7460e-02,
          6.2722e-02,  7.5711e-02,  9.7000e-02, -3.5573e-02, -4.2511e-02,
          7.8941e-02],
        [-1.3865e-02, -3.1932e-02, -1.4790e-05, -1.3099e-01,  2.5965e-02,
          2.1682e-01, -8.8809e-03, -1.0060e-01,  1.6094e-01, -4.9311e-02,
          1.1556e-01,  2.9260e-02,  5.3471e-02, -5.0032e-02,  1.6868e-02,
          4.0254e-02],
        [-8.5187e-03, -3.0478e-02,  2.0947e-04, -1.3389e-01,  3.1106e-02,
          2.2122e-01, -1.7419e-02, -1.0757e-01,  1.6300e-01, -5.8927e-02,
          1.2317e-01,  2.2570e-02,  4.7202e-02, -5.2114e-02,  2.5419e-02,
          3.4682e-02]])",1.9259474,23.637918,0,0,0.019948775
21,LI,2,1,0,"tensor([[ 0.0347, -0.0114,  0.0485, -0.0505, -0.0034,  0.0319,  0.0004, -0.1086,
          0.0325, -0.0072, -0.0130, -0.0352,  0.0351, -0.0105,  0.0090, -0.0049],
        [ 0.0347, -0.0114,  0.0485, -0.0505, -0.0034,  0.0319,  0.0004, -0.1086,
          0.0325, -0.0072, -0.0130, -0.0352,  0.0351, -0.0105,  0.0090, -0.0049]])",15.303188,3.4479606,2,0,-0.0032825205
22,VYPFPPG,7,1,1,"tensor([[ 6.7755e-02,  2.7096e-04,  6.6995e-02, -2.8998e-02,  3.0727e-04,
         -2.4006e-02, -2.0209e-02, -1.3124e-01, -9.1023e-03, -1.8732e-02,
         -3.9056e-02, -7.7786e-02,  1.0707e-02, -1.7965e-03,  3.0256e-02,
         -3.7267e-02],
        [ 1.4106e-01,  6.1663e-02,  1.1076e-01,  1.6614e-02,  1.2019e-02,
         -1.2605e-01, -9.5613e-02, -1.9135e-01, -8.4791e-02, -7.2536e-02,
         -1.1818e-01, -1.5205e-01, -5.5777e-02,  6.8799e-03,  6.1633e-02,
         -1.2022e-01],
        [ 2.5108e-01,  1.9738e-01,  1.7965e-01,  8.2383e-02,  3.3987e-02,
         -2.5211e-01, -2.4514e-01, -2.9372e-01, -1.7785e-01, -1.8787e-01,
         -2.6313e-01, -2.3842e-01, -1.7057e-01,  6.7721e-03,  8.9387e-02,
         -2.5831e-01],
        [ 3.4207e-01,  3.3657e-01,  2.3861e-01,  1.3511e-01,  5.4870e-02,
         -3.3961e-01, -3.9129e-01, -3.8590e-01, -2.4212e-01, -3.0466e-01,
         -3.9923e-01, -2.9433e-01, -2.7480e-01, -1.4391e-03,  1.0038e-01,
         -3.8093e-01],
        [ 3.7432e-01,  4.1116e-01,  2.6137e-01,  1.5225e-01,  6.4816e-02,
         -3.5493e-01, -4.6416e-01, -4.2561e-01, -2.5300e-01, -3.6610e-01,
         -4.6265e-01, -2.9961e-01, -3.2044e-01, -1.1957e-02,  9.3071e-02,
         -4.3226e-01],
        [ 3.1560e-01,  3.7851e-01,  2.2753e-01,  1.1470e-01,  5.7099e-02,
         -2.6293e-01, -4.1755e-01, -3.8208e-01, -1.8459e-01, -3.3612e-01,
         -4.0922e-01, -2.3062e-01, -2.7288e-01, -2.3885e-02,  6.0607e-02,
         -3.7098e-01],
        [ 2.1688e-01,  2.7783e-01,  1.6728e-01,  5.4385e-02,  3.9514e-02,
         -1.3671e-01, -3.0099e-01, -2.9611e-01, -9.1154e-02, -2.4938e-01,
         -2.9185e-01, -1.4098e-01, -1.7715e-01, -3.0144e-02,  2.6344e-02,
         -2.5366e-01]])",-8.383224,-26.582655,3,1,-0.078816794
23,LHLPLPL,7,0,0,"tensor([[-0.0959, -0.0179, -0.0591, -0.1869, -0.0472,  0.3713, -0.0063, -0.1002,
          0.1822, -0.0347,  0.3076,  0.2062,  0.1190,  0.0649, -0.1165,  0.2557],
        [-0.0769, -0.0194, -0.0481, -0.1787, -0.0301,  0.3462, -0.0130, -0.1053,
          0.1798, -0.0444,  0.2779,  0.1689,  0.1024,  0.0423, -0.0858,  0.2121],
        [-0.0289, -0.0233, -0.0201, -0.1579,  0.0135,  0.2819, -0.0297, -0.1182,
          0.1736, -0.0686,  0.2019,  0.0740,  0.0604, -0.0152, -0.0079,  0.1013],
        [ 0.0006, -0.0280,  0.0006, -0.1388,  0.0398,  0.2287, -0.0319, -0.1194,
          0.1665, -0.0753,  0.1361,  0.0112,  0.0365, -0.0557,  0.0400,  0.0252],
        [ 0.0156, -0.0239,  0.0012, -0.1470,  0.0543,  0.2411, -0.0560, -0.1391,
          0.1723, -0.1024,  0.1576, -0.0077,  0.0189, -0.0615,  0.0641,  0.0095],
        [ 0.0179, -0.0233,  0.0013, -0.1483,  0.0566,  0.2430, -0.0597, -0.1421,
          0.1732, -0.1065,  0.1608, -0.0105,  0.0162, -0.0624,  0.0678,  0.0071],
        [ 0.0117, -0.0250,  0.0011, -0.1449,  0.0505,  0.2378, -0.0497, -0.1339,
          0.1708, -0.0952,  0.1519, -0.0027,  0.0235, -0.0600,  0.0577,  0.0136]])",-11.324612,27.134329,0,1,0.02534445
24,FI,2,1,1,"tensor([[ 0.1494,  0.0292,  0.1128,  0.0243,  0.0094, -0.1623, -0.0713, -0.1872,
         -0.1120, -0.0473, -0.1034, -0.1833, -0.0498,  0.0198,  0.0827, -0.1174],
        [ 0.1494,  0.0292,  0.1128,  0.0243,  0.0094, -0.1623, -0.0713, -0.1872,
         -0.1120, -0.0473, -0.1034, -0.1833, -0.0498,  0.0198,  0.0827, -0.1174]])",14.614113,-16.8436,1,1,-0.037894294
25,PGP,3,1,1,"tensor([[ 0.1886,  0.2710,  0.1516,  0.0357,  0.0367, -0.0868, -0.2859, -0.2776,
         -0.0540, -0.2420, -0.2714, -0.1026, -0.1573, -0.0386,  0.0067, -0.2269],
        [ 0.2373,  0.3376,  0.1826,  0.0645,  0.0471, -0.1387, -0.3576, -0.3248,
         -0.0922, -0.2982, -0.3396, -0.1372, -0.2104, -0.0406,  0.0162, -0.2901],
        [ 0.1886,  0.2710,  0.1516,  0.0357,  0.0367, -0.0868, -0.2859, -0.2776,
         -0.0540, -0.2420, -0.2714, -0.1026, -0.1573, -0.0386,  0.0067, -0.2269]])",-12.703843,-22.454498,3,1,-0.071864635
26,LENLHLPLP,9,0,0,"tensor([[ 0.1524,  0.0302,  0.1145,  0.0262,  0.0097, -0.1672, -0.0731, -0.1892,
         -0.1157, -0.0483, -0.1057, -0.1870, -0.0519,  0.0205,  0.0846, -0.1202],
        [ 0.1365,  0.0246,  0.1056,  0.0158,  0.0079, -0.1404, -0.0632, -0.1783,
         -0.0957, -0.0428, -0.0932, -0.1666, -0.0402,  0.0164,  0.0744, -0.1047],
        [ 0.0516, -0.0054,  0.0579, -0.0395, -0.0015,  0.0033, -0.0101, -0.1202,
          0.0112, -0.0131, -0.0263, -0.0569,  0.0227, -0.0061,  0.0199, -0.0214],
        [-0.0237, -0.0258,  0.0039, -0.1108, -0.0059,  0.1794,  0.0105, -0.0899,
          0.1213, -0.0157,  0.0962,  0.0538,  0.0714, -0.0133, -0.0256,  0.0755],
        [-0.0313, -0.0297, -0.0079, -0.1331,  0.0056,  0.2288,  0.0012, -0.0936,
          0.1548, -0.0340,  0.1343,  0.0642,  0.0708, -0.0248, -0.0166,  0.0821],
        [-0.0124, -0.0250, -0.0100, -0.1498,  0.0284,  0.2579, -0.0343, -0.1216,
          0.1710, -0.0758,  0.1731,  0.0408,  0.0463, -0.0357,  0.0188,  0.0621],
        [ 0.0119, -0.0249,  0.0011, -0.1450,  0.0508,  0.2381, -0.0501, -0.1343,
          0.1709, -0.0957,  0.1523, -0.0030,  0.0232, -0.0601,  0.0581,  0.0134],
        [ 0.0362, -0.0183,  0.0021, -0.1582,  0.0741,  0.2580, -0.0889, -0.1659,
          0.1802, -0.1394,  0.1868, -0.0334, -0.0053, -0.0695,  0.0970, -0.0119],
        [ 0.0269, -0.0209,  0.0017, -0.1531,  0.0651,  0.2503, -0.0739, -0.1537,
          0.1766, -0.1226,  0.1735, -0.0217,  0.0057, -0.0659,  0.0820, -0.0022]])",7.752573,9.123133,2,1,0.0015680707
27,QAFT,4,0,0,"tensor([[-0.0457, -0.0406, -0.0014, -0.1137, -0.0047,  0.1906,  0.0420, -0.0591,
          0.1487,  0.0080,  0.0702,  0.0691,  0.0908, -0.0376, -0.0341,  0.0734],
        [-0.0474, -0.0410, -0.0014, -0.1128, -0.0062,  0.1893,  0.0446, -0.0569,
          0.1480,  0.0109,  0.0679,  0.0712,  0.0927, -0.0370, -0.0367,  0.0752],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828]])",12.517225,25.814604,2,1,0.023045842
28,IPP,3,0,0,"tensor([[ 0.0250, -0.0148,  0.0430, -0.0569, -0.0044,  0.0483,  0.0065, -0.1020,
          0.0448, -0.0038, -0.0054, -0.0226,  0.0423, -0.0131,  0.0028,  0.0046],
        [ 0.0403,  0.0065,  0.0527, -0.0479, -0.0011,  0.0325, -0.0163, -0.1169,
          0.0331, -0.0218, -0.0270, -0.0331,  0.0256, -0.0139,  0.0055, -0.0153],
        [ 0.0216,  0.0035,  0.0425, -0.0603, -0.0028,  0.0663, -0.0077, -0.1051,
          0.0583, -0.0181, -0.0144, -0.0069,  0.0381, -0.0199, -0.0081,  0.0019]])",14.397051,4.3390465,2,1,-0.0023688443
29,GVV,3,1,1,"tensor([[ 0.1806,  0.0402,  0.1303,  0.0446,  0.0128, -0.2150, -0.0907, -0.2085,
         -0.1513, -0.0582, -0.1280, -0.2235, -0.0728,  0.0280,  0.1028, -0.1479],
        [ 0.2807,  0.0756,  0.1865,  0.1098,  0.0239, -0.3844, -0.1533, -0.2771,
         -0.2775, -0.0932, -0.2069, -0.3528, -0.1469,  0.0544,  0.1671, -0.2461],
        [ 0.2692,  0.0715,  0.1800,  0.1023,  0.0227, -0.3649, -0.1461, -0.2692,
         -0.2629, -0.0892, -0.1978, -0.3379, -0.1384,  0.0514,  0.1597, -0.2348]])",11.979649,-30.734755,1,1,-0.0662757
30,GL,2,1,1,"tensor([[ 0.1927,  0.0445,  0.1371,  0.0524,  0.0142, -0.2354, -0.0983, -0.2168,
         -0.1665, -0.0624, -0.1375, -0.2391, -0.0818,  0.0312,  0.1105, -0.1598],
        [ 0.1927,  0.0445,  0.1371,  0.0524,  0.0142, -0.2354, -0.0983, -0.2168,
         -0.1665, -0.0624, -0.1375, -0.2391, -0.0818,  0.0312,  0.1105, -0.1598]])",14.493379,-23.324314,1,1,-0.050943233
31,VYPFGGGINH,10,1,1,"tensor([[ 6.7755e-02,  2.7096e-04,  6.6995e-02, -2.8998e-02,  3.0727e-04,
         -2.4006e-02, -2.0209e-02, -1.3124e-01, -9.1023e-03, -1.8732e-02,
         -3.9056e-02, -7.7786e-02,  1.0707e-02, -1.7965e-03,  3.0256e-02,
         -3.7267e-02],
        [ 1.3096e-01,  5.1224e-02,  1.0458e-01,  1.0448e-02,  1.0206e-02,
         -1.1321e-01, -8.3570e-02, -1.8251e-01, -7.5287e-02, -6.3550e-02,
         -1.0608e-01, -1.4295e-01, -4.5931e-02,  6.2791e-03,  5.8184e-02,
         -1.0817e-01],
        [ 2.0961e-01,  1.4671e-01,  1.5371e-01,  5.7562e-02,  2.5756e-02,
         -2.0429e-01, -1.8918e-01, -2.5527e-01, -1.4254e-01, -1.4479e-01,
         -2.0879e-01, -2.0558e-01, -1.2747e-01,  6.6654e-03,  7.8709e-02,
         -2.0641e-01],
        [ 2.7974e-01,  2.2846e-01,  1.9728e-01,  9.9777e-02,  3.9279e-02,
         -2.8759e-01, -2.8053e-01, -3.1919e-01, -2.0410e-01, -2.1453e-01,
         -2.9832e-01, -2.6337e-01, -1.9900e-01,  8.0294e-03,  9.8509e-02,
         -2.9295e-01],
        [ 2.9393e-01,  2.4181e-01,  2.0585e-01,  1.0851e-01,  4.1693e-02,
         -3.0643e-01, -2.9634e-01, -3.3123e-01, -2.1806e-01, -2.2611e-01,
         -3.1452e-01, -2.7690e-01, -2.1237e-01,  9.2654e-03,  1.0393e-01,
         -3.0946e-01],
        [ 2.2924e-01,  1.5126e-01,  1.6455e-01,  7.0503e-02,  2.7694e-02,
         -2.3898e-01, -1.9946e-01, -2.6804e-01, -1.6840e-01, -1.4976e-01,
         -2.2282e-01, -2.3230e-01, -1.4117e-01,  1.2567e-02,  9.2379e-02,
         -2.2491e-01],
        [ 1.2294e-01,  5.6720e-02,  1.0069e-01,  4.7056e-03,  1.0155e-02,
         -9.4456e-02, -8.5510e-02, -1.7934e-01, -6.1255e-02, -6.7358e-02,
         -1.0477e-01, -1.2780e-01, -4.2866e-02,  1.6508e-03,  4.9333e-02,
         -1.0290e-01],
        [ 3.9065e-02, -9.8766e-03,  5.0892e-02, -4.7704e-02, -2.8782e-03,
          2.4552e-02, -2.2781e-03, -1.1159e-01,  2.7056e-02, -8.6925e-03,
         -1.6442e-02, -4.0734e-02,  3.1943e-02, -9.3734e-03,  1.1819e-02,
         -9.1341e-03],
        [-2.0897e-02, -2.3787e-02,  1.2591e-02, -9.2571e-02, -1.7148e-02,
          1.4008e-01,  2.2174e-02, -8.3208e-02,  9.5365e-02,  3.3073e-03,
          6.3410e-02,  4.9534e-02,  7.5251e-02, -3.8083e-03, -3.6798e-02,
          7.3450e-02],
        [-3.9504e-02, -2.8729e-02,  1.1028e-03, -1.0600e-01, -2.0925e-02,
          1.7473e-01,  3.0877e-02, -7.3316e-02,  1.1718e-01,  7.7999e-03,
          8.5402e-02,  7.6448e-02,  8.8783e-02, -3.9127e-03, -5.1023e-02,
          9.7042e-02]])",11.503282,-11.191179,1,1,-0.035874963
32,AIYK,4,0,0,"tensor([[-1.6471e-02, -3.2641e-02, -1.2413e-04, -1.2957e-01,  2.3459e-02,
          2.1467e-01, -4.7182e-03, -9.7202e-02,  1.5993e-01, -4.4622e-02,
          1.1185e-01,  3.2522e-02,  5.6527e-02, -4.9016e-02,  1.2699e-02,
          4.2970e-02],
        [ 2.2072e-02, -2.2157e-02,  1.4927e-03, -1.5050e-01,  6.0522e-02,
          2.4640e-01, -6.6276e-02, -1.4747e-01,  1.7479e-01, -1.1395e-01,
          1.6671e-01, -1.5710e-02,  1.1329e-02, -6.4029e-02,  7.4354e-02,
          2.8000e-03],
        [ 7.9863e-02, -6.4363e-03,  3.9171e-03, -1.8188e-01,  1.1609e-01,
          2.9396e-01, -1.5858e-01, -2.2284e-01,  1.9705e-01, -2.1791e-01,
          2.4897e-01, -8.8028e-02, -5.6439e-02, -8.6539e-02,  1.6680e-01,
         -5.7430e-02],
        [ 8.2761e-02, -5.6479e-03,  4.0386e-03, -1.8345e-01,  1.1888e-01,
          2.9635e-01, -1.6320e-01, -2.2662e-01,  1.9817e-01, -2.2312e-01,
          2.5310e-01, -9.1655e-02, -5.9838e-02, -8.7668e-02,  1.7143e-01,
         -6.0451e-02]])",-20.098646,24.833036,0,1,0.008035933
