desc,n_nodes,label,pred,conv3_feats,avg_desc_act,Cluster,acc,kmeansbitter,ClusterName,Imp
RGPGPIIV,8,1,1,"[[ 2.15739563e-01  2.71066010e-01  1.66164055e-01  5.40307164e-02
   3.87458056e-02 -1.38733283e-01 -2.94963241e-01 -2.93549627e-01
  -9.27100778e-02 -2.43924439e-01 -2.87121147e-01 -1.43165618e-01
  -1.74111396e-01 -2.85288151e-02  2.84322612e-02 -2.50549376e-01]
 [ 2.68016934e-01  3.38028252e-01  1.99080467e-01  8.51295292e-02
   4.94333953e-02 -1.97094753e-01 -3.68078083e-01 -3.42882156e-01
  -1.35764375e-01 -3.00694942e-01 -3.57488185e-01 -1.82780832e-01
  -2.29510933e-01 -2.93258969e-02  4.05215658e-02 -3.16938221e-01]
 [ 2.41247192e-01  3.07381332e-01  1.82493508e-01  6.89803362e-02
   4.43275496e-02 -1.64946184e-01 -3.33677232e-01 -3.18636477e-01
  -1.12001702e-01 -2.74515808e-01 -3.23646486e-01 -1.60398424e-01
  -2.02397615e-01 -3.00151315e-02  3.27148326e-02 -2.84079015e-01]
 [ 1.58660546e-01  1.88949361e-01  1.29560366e-01  2.06301361e-02
   2.61694733e-02 -8.06059986e-02 -2.07620263e-01 -2.37174153e-01
  -4.99425977e-02 -1.74792290e-01 -2.04874381e-01 -1.05094425e-01
  -1.10520698e-01 -2.49458328e-02  1.92275681e-02 -1.75253063e-01]
 [ 1.09493643e-01  8.30004960e-02  9.54338834e-02 -5.97144663e-03
   1.17887389e-02 -5.24174422e-02 -1.03002697e-01 -1.78789675e-01
  -2.96914428e-02 -8.72896612e-02 -1.12843931e-01 -9.25698951e-02
  -4.36098650e-02 -1.12501178e-02  2.69233920e-02 -9.94053185e-02]
 [ 1.12652168e-01  1.61511675e-02  9.21949595e-02  2.74382532e-04
   5.29223122e-03 -9.99950916e-02 -4.82684560e-02 -1.61993295e-01
  -6.56878799e-02 -3.44437249e-02 -7.44466931e-02 -1.35769844e-01
  -2.25269124e-02  1.00606531e-02  5.91093637e-02 -8.12937468e-02]
 [ 1.82070836e-01  4.07046005e-02  1.31158158e-01  4.55348492e-02
   1.29998047e-02 -2.17486814e-01 -9.16536003e-02 -2.09546149e-01
  -1.53178498e-01 -5.87362833e-02 -1.29166022e-01 -2.25422353e-01
  -7.39115700e-02  2.83938237e-02  1.03720888e-01 -1.49365902e-01]
 [ 1.70694396e-01  3.66807505e-02  1.24772824e-01  3.81174982e-02
   1.17366780e-02 -1.98232099e-01 -8.45435858e-02 -2.01753110e-01
  -1.38840392e-01 -5.47551848e-02 -1.20198533e-01 -2.10729957e-01
  -6.54905811e-02  2.53893510e-02  9.64098722e-02 -1.38210148e-01]]","[-0.07332366 -0.09252176 -0.08294808 -0.05172664 -0.03063758 -0.02679317
 -0.04774277 -0.04430952]",4.0,1,6,Cluster-4,-0.056250397
IF,2,1,1,"[[ 0.14943692  0.02916196  0.11284145  0.02425776  0.00937645 -0.1622536
  -0.07125811 -0.1871914  -0.11204888 -0.04731628 -0.1034423  -0.18327641
  -0.04975549  0.01977535  0.08274888 -0.11736499]
 [ 0.14943692  0.02916196  0.11284145  0.02425776  0.00937645 -0.1622536
  -0.07125811 -0.1871914  -0.11204888 -0.04731628 -0.1034423  -0.18327641
  -0.04975549  0.01977535  0.08274888 -0.11736499]]",[-0.03789429 -0.03789429],3.0,1,2,Cluster-3,-0.037894294
RRPPGF,6,1,1,"[[ 0.11139399  0.25611115  0.10921586 -0.01535402  0.02937184  0.05151284
  -0.24806547 -0.22819513  0.04914065 -0.22483495 -0.21807657  0.00422956
  -0.10443798 -0.06269968 -0.04836486 -0.15507796]
 [ 0.16298006  0.32756048  0.14209314  0.01500259  0.04045936 -0.00273854
  -0.32469618 -0.27837405  0.00918649 -0.2851195  -0.29074514 -0.03176931
  -0.16095632 -0.06510487 -0.03881923 -0.22226542]
 [ 0.2058899   0.3418141   0.1661094   0.04303637  0.0451306  -0.07593773
  -0.35074323 -0.30751026 -0.04532924 -0.2994023  -0.32401314 -0.08771793
  -0.19240046 -0.0534943  -0.01083365 -0.26405472]
 [ 0.2545715   0.34372437  0.19230452  0.07571942  0.0489935  -0.16784392
  -0.3683955  -0.33658746 -0.11389534 -0.30428636 -0.35317734 -0.15940043
  -0.22316006 -0.03602564  0.02724356 -0.30701506]
 [ 0.30191392  0.34373194  0.2176426   0.10761729  0.05256374 -0.2583714
  -0.38401848 -0.36434862 -0.18144672 -0.30756742 -0.3804262  -0.23017591
  -0.2524359  -0.01848013  0.06509419 -0.3482163 ]
 [ 0.25347662  0.26893407  0.18620363  0.07958852  0.04137629 -0.21222205
  -0.3056326  -0.3150819  -0.147563   -0.24484268 -0.3075553  -0.20081201
  -0.19671068 -0.013899    0.05955196 -0.2827241 ]]",[-0.04338317 -0.06270665 -0.07559103 -0.08920189 -0.10230771 -0.08361951],4.0,1,6,Cluster-4,-0.076135
PSKIKWGD,8,0,0,"[[-0.0351721  -0.0377281  -0.00090864 -0.11942128  0.00547555  0.19928226
   0.02515008 -0.07281248  0.15272912 -0.0109831   0.08522953  0.05592395
   0.07845698 -0.04173207 -0.0172164   0.06246096]
 [-0.00424536 -0.0293154   0.00038873 -0.13621277  0.035215    0.2247372
  -0.02424402 -0.1131467   0.1646453  -0.06661361  0.12925133  0.01722289
   0.0421906  -0.05377834  0.03225536  0.03022853]
 [ 0.02288618 -0.02193506  0.0015269  -0.15094367  0.06130493  0.24706839
  -0.06757666 -0.14853126  0.17509918 -0.11541736  0.16787092 -0.0167289
   0.01037469 -0.06434633  0.07565612  0.00195155]
 [ 0.04950654 -0.01469378  0.00264362 -0.16539702  0.08690333  0.26897883
  -0.11009289 -0.18324915  0.1853561  -0.16330162  0.20576292 -0.05004104
  -0.0208418  -0.07471521  0.11823918 -0.02579269]
 [ 0.02094404 -0.02246336  0.00144543 -0.1498892   0.05943736  0.24546987
  -0.06447481 -0.14599836  0.17435087 -0.11192387  0.16510645 -0.01429855
   0.01265215 -0.06358985  0.07254939  0.00397567]
 [-0.00060131 -0.02716878  0.0078875  -0.1212889   0.02668771  0.19215362
  -0.01631292 -0.10914105  0.14277185 -0.05267462  0.10315424  0.01209565
   0.04403427 -0.04595248  0.02454779  0.02730219]
 [ 0.00412012 -0.02272226  0.02819099 -0.0775913  -0.00170165  0.09865084
   0.01378253 -0.09132797  0.08088145 -0.00507667  0.02425158  0.00463499
   0.05523926 -0.02248769 -0.00494908  0.02476681]
 [ 0.01005525 -0.02013744  0.03460951 -0.06661807 -0.00609913  0.07365116
   0.01585239 -0.09171283  0.06361838  0.00145933  0.00642544 -0.00326844
   0.05341674 -0.01703475 -0.00682399  0.0193131 ]]","[0.02054589 0.01553617 0.01114123 0.00682908 0.01145583 0.01296842
 0.00679137 0.00416917]",1.0,1,3,Cluster-1,0.011179646
PKAIP,5,0,0,"[[ 1.14291146e-01  2.92896479e-03  5.36133442e-03 -2.00571418e-01
   1.49200827e-01  3.22301209e-01 -2.13562429e-01 -2.67740279e-01
   2.10317820e-01 -2.79835105e-01  2.97978699e-01 -1.31111056e-01
  -9.68117490e-02 -9.99494344e-02  2.21871391e-01 -9.33123827e-02]
 [ 1.22209862e-01  5.08301705e-03  5.69352508e-03 -2.04870835e-01
   1.56815544e-01  3.28818887e-01 -2.26209700e-01 -2.78067768e-01
   2.13368952e-01 -2.94079185e-01  3.09250385e-01 -1.41020387e-01
  -1.06097676e-01 -1.03033856e-01  2.34538510e-01 -1.01565421e-01]
 [ 5.13189696e-02 -1.42007619e-02  2.71965470e-03 -1.66381061e-01
   8.86461809e-02  2.70470619e-01 -1.12987578e-01 -1.85612887e-01
   1.86054438e-01 -1.66561797e-01  2.08342761e-01 -5.23090586e-02
  -2.29671523e-02 -7.54211694e-02  1.21138424e-01 -2.76816338e-02]
 [-1.05207376e-02 -3.10224295e-02  1.25481631e-04 -1.32805586e-01
   2.91805360e-02  2.19572097e-01 -1.42214112e-02 -1.04962446e-01
   1.62227377e-01 -5.53255714e-02  1.20318815e-01  2.50757672e-02
   4.95494492e-02 -5.13340160e-02  2.22169869e-02  3.67688425e-02]
 [-4.82699797e-02 -4.12909947e-02 -1.45809748e-03 -1.12309873e-01
  -7.11949216e-03  1.88501775e-01  4.60691154e-02 -5.57304323e-02
   1.47682458e-01  1.25771398e-02  6.65857345e-02  7.23143369e-02
   9.38162580e-02 -3.66303250e-02 -3.81683148e-02  7.61118010e-02]]",[-0.00366515 -0.00494789  0.0065355   0.0165527   0.02266757],1.0,1,3,Cluster-1,0.0074285446
PVPQP,5,0,0,"[[ 2.10200436e-02 -1.62591822e-02  4.07638066e-02 -5.94691038e-02
  -4.88170795e-03  5.50931543e-02  8.99963081e-03 -9.92238820e-02
   4.97990921e-02 -2.37772241e-03 -2.21757218e-03 -1.74292028e-02
   4.53004502e-02 -1.41389929e-02  2.22474337e-04  8.56098533e-03]
 [ 1.29029341e-02 -1.96018964e-02  3.32088247e-02 -7.16619343e-02
  -8.71016644e-04  8.33584443e-02  8.45863670e-03 -9.72391292e-02
   6.95325881e-02 -7.90398568e-03  1.69527419e-02 -6.71459734e-03
   4.88115847e-02 -2.00571343e-02  5.32545149e-04  1.61648318e-02]
 [ 2.15634331e-03 -2.63963956e-02  8.14459007e-03 -1.22460790e-01
   2.91078966e-02  1.93738416e-01 -2.04525702e-02 -1.12568960e-01
   1.43386304e-01 -5.72405420e-02  1.06477335e-01  8.63385201e-03
   4.09182310e-02 -4.68486510e-02  2.86984779e-02  2.44448856e-02]
 [ 4.57829647e-02 -1.57066658e-02  2.48741964e-03 -1.63375333e-01
   8.33227113e-02  2.65914083e-01 -1.04145855e-01 -1.78392917e-01
   1.83921397e-01 -1.56603724e-01  2.00462714e-01 -4.53814492e-02
  -1.64753273e-02 -7.32648522e-02  1.12282798e-01 -2.19119042e-02]
 [ 6.12896942e-02 -1.14885196e-02  3.13792611e-03 -1.71794608e-01
   9.82341170e-02  2.78677225e-01 -1.28912151e-01 -1.98616564e-01
   1.89896196e-01 -1.84496969e-01  2.22535312e-01 -6.47862181e-02
  -3.46593633e-02 -7.93048665e-02  1.37088016e-01 -3.80733013e-02]]",[0.00086014 0.00411709 0.01248365 0.00743226 0.00492037],1.0,1,3,Cluster-1,0.005962701
LAP,3,0,0,"[[-4.66084331e-02 -4.01794203e-02  2.80539971e-03 -1.03562385e-01
  -1.23905167e-02  1.69554979e-01  5.12659550e-02 -5.28973378e-02
   1.35033458e-01  2.12883726e-02  5.10906391e-02  6.99113086e-02
   9.53599811e-02 -3.19993757e-02 -4.32385951e-02  7.48776719e-02]
 [-2.04657651e-02 -3.31891179e-02  3.13250814e-03 -1.19527116e-01
   1.40089653e-02  1.94800019e-01  8.07205960e-03 -8.79097581e-02
   1.47544935e-01 -2.78836153e-02  9.15800780e-02  3.72563675e-02
   6.40628487e-02 -4.31507528e-02 -1.51991844e-06  4.75399978e-02]
 [-2.08508447e-02 -3.38324308e-02 -3.07865907e-04 -1.27196923e-01
   1.92470048e-02  2.11069688e-01  2.27713585e-03 -9.14900675e-02
   1.58247158e-01 -3.67439426e-02  1.05614722e-01  3.80026363e-02
   6.16630949e-02 -4.73103374e-02  5.69250807e-03  4.75350730e-02]]",[0.02126948 0.01724188 0.01822604],1.0,1,3,Cluster-1,0.018912466
RGPPFIIV,8,1,1,"[[ 0.20819475  0.27039897  0.16207689  0.04898825  0.03810974 -0.12471993
  -0.29191786 -0.28893965 -0.08225827 -0.24287295 -0.282378   -0.13226962
  -0.16921633 -0.03112438  0.02269557 -0.24377549]
 [ 0.2853099   0.35801655  0.20980951  0.09554994  0.05275094 -0.21774389
  -0.39045984 -0.3585978  -0.15102495 -0.3177578  -0.3794643  -0.19712982
  -0.24709159 -0.02893812  0.04548    -0.33822447]
 [ 0.2903711   0.3304361   0.2104845   0.10065892  0.05035397 -0.24455978
  -0.36911744 -0.35387152 -0.17123877 -0.2962148  -0.36578515 -0.2205716
  -0.24071696 -0.01875285  0.06176404 -0.3340224 ]
 [ 0.27300015  0.23343675  0.19403502  0.09492956  0.03927217 -0.27161324
  -0.28245533 -0.31662706 -0.19214295 -0.2180158  -0.29743627 -0.25043273
  -0.19655049  0.00403198  0.09091239 -0.28863722]
 [ 0.23649593  0.11972915  0.16611347  0.07733774  0.02506453 -0.27246028
  -0.17554119 -0.2635029  -0.19361548 -0.12523033 -0.20802538 -0.26130554
  -0.13479573  0.02475872  0.11217551 -0.2213878 ]
 [ 0.22270252  0.05507605  0.15396386  0.07202642  0.01751115 -0.2862563
  -0.11704752 -0.23737949 -0.20438795 -0.07295504 -0.16119398 -0.27789715
  -0.1039877   0.03912448  0.12983261 -0.18920946]
 [ 0.2330658   0.05874155  0.15978053  0.07878321  0.01866179 -0.30379623
  -0.12352434 -0.24447846 -0.21744911 -0.0765816  -0.16936286 -0.2912811
  -0.11165876  0.04186137  0.1364925  -0.19937173]
 [ 0.18891741  0.04312623  0.13500097  0.04999876  0.01375998 -0.22907467
  -0.09593254 -0.21423614 -0.16180743 -0.06113218 -0.13456284 -0.2342645
  -0.0789795   0.03020196  0.10812078 -0.15607966]]","[-0.07118803 -0.09871973 -0.09817392 -0.08651832 -0.06838685 -0.06000485
 -0.06313234 -0.04980896]",4.0,1,6,Cluster-4,-0.07449163
GQ,2,0,0,"[[-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]
 [-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]]",[0.02370653 0.02370653],2.0,1,7,Cluster-2,0.02370653
LL,2,1,1,"[[ 0.21650107  0.0528826   0.1504831   0.06798312  0.0168226  -0.2757603
  -0.11317174 -0.23313138 -0.19657202 -0.0707849  -0.15630569 -0.26988813
  -0.09939731  0.03748669  0.1258473  -0.1831283 ]
 [ 0.21650107  0.0528826   0.1504831   0.06798312  0.0168226  -0.2757603
  -0.11317174 -0.23313138 -0.19657202 -0.0707849  -0.15630569 -0.26988813
  -0.09939731  0.03748669  0.1258473  -0.1831283 ]]",[-0.05813333 -0.05813333],3.0,1,2,Cluster-3,-0.058133334
MG,2,0,0,"[[-0.1523287  -0.00727555 -0.10128624 -0.22809575 -0.09745415  0.4837721
  -0.00810191 -0.10279315  0.19831963 -0.02824918  0.44832614  0.33002385
   0.16324793  0.1462259  -0.20831005  0.40766305]
 [-0.1523287  -0.00727555 -0.10128624 -0.22809575 -0.09745415  0.4837721
  -0.00810191 -0.10279315  0.19831963 -0.02824918  0.44832614  0.33002385
   0.16324793  0.1462259  -0.20831005  0.40766305]]",[0.07773024 0.07773024],1.0,1,3,Cluster-1,0.07773024
EKDERF,6,0,0,"[[-0.03836514 -0.03859667 -0.00104259 -0.11768764  0.00240509  0.19665417
   0.03024978 -0.06864817  0.15149882 -0.00523952  0.0806845   0.05991964
   0.08220131 -0.04048835 -0.02232411  0.06578879]
 [-0.03287193 -0.03640913  0.00359578 -0.11052783  0.00046791  0.17982386
   0.02972779 -0.07055698  0.13964765 -0.00282322  0.06973153  0.05270522
   0.07943012 -0.03708038 -0.0216597   0.06058665]
 [-0.03312152 -0.03561448  0.00906939 -0.09777385 -0.00875416  0.15305403
   0.04039231 -0.06369307  0.12217365  0.01292541  0.04602113  0.05259413
   0.08428935 -0.03008112 -0.0321648   0.06149743]
 [-0.0084172  -0.02200794  0.02458518 -0.07894921 -0.00768034  0.10781349
   0.02350648 -0.08035978  0.08909641  0.00422201  0.01818109  0.02327236
   0.06548338 -0.02331815 -0.02076423  0.03597208]
 [ 0.02517308  0.02334502  0.04590686 -0.05911035 -0.00057871  0.07175989
  -0.02541432 -0.11270704  0.06252851 -0.03410251 -0.02843243 -0.0008425
   0.02908508 -0.0245314  -0.01402889 -0.00741154]
 [ 0.03018728  0.03368925  0.04935321 -0.05636905  0.00084147  0.06859882
  -0.0356991  -0.11853274  0.06024617 -0.04266055 -0.03754079 -0.00238501
   0.02242009 -0.02578931 -0.01460929 -0.01500294]]",[ 0.02106312  0.01898671  0.01755086  0.00941473 -0.00308508 -0.00520328],2.0,1,7,Cluster-2,0.009787842
FPF,3,1,1,"[[ 3.7594542e-01  3.9287591e-01  2.6088786e-01  1.5447107e-01
   6.3096456e-02 -3.6940461e-01 -4.4944251e-01 -4.2146599e-01
  -2.6393622e-01 -3.5169888e-01 -4.5259312e-01 -3.1257087e-01
  -3.1514660e-01 -5.8456995e-03  1.0248341e-01 -4.2797613e-01]
 [ 4.6635199e-01  4.8569077e-01  3.1611723e-01  2.0966813e-01
   7.9263367e-02 -4.8461616e-01 -5.5670512e-01 -5.0036734e-01
  -3.4922081e-01 -4.3162864e-01 -5.6045479e-01 -3.9431101e-01
  -4.0303126e-01 -2.9869378e-04  1.3358940e-01 -5.3561342e-01]
 [ 3.7594542e-01  3.9287591e-01  2.6088786e-01  1.5447107e-01
   6.3096456e-02 -3.6940461e-01 -4.4944251e-01 -4.2146599e-01
  -2.6393622e-01 -3.5169888e-01 -4.5259312e-01 -3.1257087e-01
  -3.1514660e-01 -5.8456995e-03  1.0248341e-01 -4.2797613e-01]]",[-0.12627003 -0.1578479  -0.12627003],4.0,1,6,Cluster-4,-0.13679598
QSLVYP,6,0,0,"[[-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]
 [-0.03548471 -0.03624495  0.00904891 -0.0963098  -0.01115545  0.15072797
   0.04431387 -0.06051726  0.12101386  0.0173957   0.04232235  0.05554529
   0.08712605 -0.02906165 -0.03608999  0.06396972]
 [-0.01005342 -0.02724989  0.02332294 -0.07972878 -0.0083318   0.10768528
   0.02841987 -0.07793808  0.08896199  0.00849621  0.02227611  0.02270141
   0.06830145 -0.02234536 -0.01974672  0.03903172]
 [ 0.00797785 -0.02087221  0.03344351 -0.06797252 -0.00632979  0.07716719
   0.01715072 -0.09028978  0.06623659  0.0021863   0.00806295 -0.00058553
   0.05495446 -0.01758338 -0.00815902  0.0213502 ]
 [ 0.00118756 -0.02327394  0.02963226 -0.07239974 -0.00708371  0.08865982
   0.0213945  -0.08563833  0.07479462  0.00456251  0.0134154   0.00818396
   0.05998073 -0.01937666 -0.01252276  0.02800878]
 [-0.01740247 -0.02984925  0.01919808 -0.08452031 -0.00914777  0.1201236
   0.03301286 -0.07290387  0.09822423  0.01106796  0.02806901  0.03219252
   0.07374132 -0.02428621 -0.02446954  0.04623821]]",[0.02370653 0.0179125  0.01023768 0.0047961  0.00684531 0.01245552],2.0,1,7,Cluster-2,0.01265894
DMIPAQK,7,0,0,"[[ 9.3926027e-02  9.5277131e-03  8.1684373e-02 -1.1934936e-02
   3.2130610e-03 -6.8300888e-02 -3.6565010e-02 -1.4916560e-01
  -4.2086691e-02 -2.7890641e-02 -5.9685778e-02 -1.1158546e-01
  -8.6655617e-03  5.1151589e-03  4.7075104e-02 -6.2930837e-02]
 [ 6.6655606e-02 -1.1784956e-04  6.6378072e-02 -2.9715046e-02
   1.8521957e-04 -2.2145465e-02 -1.9521598e-02 -1.3048494e-01
  -7.7168941e-03 -1.8347554e-02 -3.8189847e-02 -7.6366402e-02
   1.1520378e-02 -2.0868406e-03  2.9549923e-02 -3.6189377e-02]
 [ 6.5539591e-03 -2.3348352e-02  2.0102959e-02 -9.7757608e-02
   1.4052894e-02  1.4032632e-01 -5.4360889e-03 -1.0426684e-01
   1.0777190e-01 -3.2303713e-02  6.2595375e-02  2.2217035e-03
   4.5565363e-02 -3.3743441e-02  1.4036637e-02  2.1258511e-02]
 [ 1.2236174e-02 -2.4832083e-02  1.0801330e-03 -1.4516130e-01
   5.1063791e-02  2.3830268e-01 -5.0567199e-02 -1.3464168e-01
   1.7099570e-01 -9.6260309e-02  1.5271150e-01 -3.4017265e-03
   2.2863463e-02 -6.0198050e-02  5.8619920e-02  1.3051175e-02]
 [ 6.7558616e-02 -8.2619190e-03  1.0705672e-03 -1.7940390e-01
   1.0449986e-01  2.9313558e-01 -1.4430380e-01 -2.1125409e-01
   1.9452646e-01 -2.0133922e-01  2.4439301e-01 -6.9518782e-02
  -4.3294482e-02 -7.8272395e-02  1.4702611e-01 -3.9160818e-02]
 [ 9.8951980e-02  5.6691542e-03 -5.8709718e-03 -2.1135300e-01
   1.3552970e-01  3.5192776e-01 -2.1350706e-01 -2.6800868e-01
   2.1447161e-01 -2.7753383e-01  3.3491716e-01 -9.7774349e-02
  -8.4657885e-02 -7.8187943e-02  1.9692548e-01 -5.2579254e-02]
 [ 8.1097454e-02  2.3659691e-03 -8.9997528e-03 -2.0595384e-01
   1.1860316e-01  3.4672809e-01 -1.9048449e-01 -2.4927944e-01
   2.0985402e-01 -2.5110134e-01  3.2271147e-01 -7.2253339e-02
  -6.5031804e-02 -6.7685440e-02  1.6827276e-01 -2.8409317e-02]]","[-0.02114187 -0.01291204  0.00860185  0.01286639  0.00483755  0.00305749
  0.00690214]",1.0,1,3,Cluster-1,0.00031592697
IKPLNY,6,0,0,"[[ 0.05521997 -0.01313961  0.0028833  -0.1684991   0.09239741  0.2736814
  -0.11921799 -0.19070053  0.1875575  -0.17357886  0.21389554 -0.05719071
  -0.02754167 -0.07694066  0.12737863 -0.03174733]
 [ 0.07638963 -0.00738103  0.00377137 -0.17999303  0.11275435  0.29110557
  -0.15302873 -0.21830967  0.19571424 -0.2116585   0.24402888 -0.08368193
  -0.05236637 -0.08518644  0.16124253 -0.05381073]
 [ 0.05204245 -0.01400396  0.00275    -0.16677387  0.08934187  0.27106607
  -0.11414306 -0.18655643  0.18633318 -0.16786318  0.20937258 -0.05321441
  -0.02381554 -0.07570297  0.12229572 -0.02843565]
 [ 0.01310829 -0.02459485  0.00111672 -0.14563483  0.05190243  0.23902048
  -0.05196008 -0.13577908  0.17133172 -0.09782907  0.15395287 -0.00449307
   0.02184077 -0.06053775  0.06001498  0.01214224]
 [-0.02822909 -0.03583946 -0.00061738 -0.12319095  0.01215201  0.20499685
   0.01406117 -0.08186746  0.15540428 -0.02347207  0.09511237  0.04723561
   0.07031523 -0.04443644 -0.00611005  0.05522482]
 [-0.04820525 -0.04127339 -0.00145538 -0.11234502 -0.00705724  0.18855505
   0.04596573 -0.05581485  0.1477074   0.0124607   0.06667788  0.07223333
   0.09374035 -0.03665554 -0.03806476  0.07604434]]",[0.00590358 0.00247438 0.0064183  0.01272511 0.01942122 0.02265709],1.0,1,3,Cluster-1,0.011599946
HHL,3,0,0,"[[-0.12511505  0.0395164  -0.16048032 -0.35176033 -0.06513608  0.7469237
  -0.19084461 -0.25380436  0.26615036 -0.22130758  0.82195145  0.3765489
   0.09809506  0.22557959 -0.16710696  0.52030665]
 [-0.14086668  0.04680232 -0.17886484 -0.37519452 -0.07847665  0.80468065
  -0.2066007  -0.26719543  0.2769265  -0.23530555  0.8979046   0.41993058
   0.10680175  0.2581391  -0.19298808  0.57814413]
 [-0.12709753  0.02054163 -0.13232438 -0.29972026 -0.06992047  0.6326117
  -0.12249118 -0.19715184  0.23854704 -0.15029469  0.6623904   0.3413158
   0.11597756  0.18425049 -0.16918817  0.45637727]]",[0.09746981 0.10711482 0.08648896],1.0,1,3,Cluster-1,0.09702453
SEPKAIP,7,0,0,"[[ 6.39569461e-02 -1.07236579e-03  6.48633763e-02 -3.14745456e-02
  -1.14412047e-04 -1.75779462e-02 -1.78350024e-02 -1.28636330e-01
  -4.31568921e-03 -1.74031816e-02 -3.60626318e-02 -7.28811547e-02
   1.35179535e-02 -2.79954448e-03  2.78156437e-02 -3.35430726e-02]
 [ 7.09680766e-02 -9.43455845e-04  5.38511910e-02 -6.12961501e-02
   2.51455028e-02  4.29593921e-02 -5.01974411e-02 -1.51260078e-01
   3.42128426e-02 -6.15573786e-02  2.20674463e-02 -8.07817653e-02
  -4.11832333e-03 -1.97600741e-02  5.98657466e-02 -4.21916246e-02]
 [ 5.14846332e-02 -1.20399874e-02  1.61784440e-02 -1.35519326e-01
   6.67734668e-02  2.05447465e-01 -8.80710781e-02 -1.69790983e-01
   1.43492401e-01 -1.29331395e-01  1.51291028e-01 -5.35549894e-02
  -1.19601712e-02 -5.85557781e-02  9.66149122e-02 -2.62583122e-02]
 [ 6.28470033e-02 -1.10649019e-02  3.20325512e-03 -1.72640145e-01
   9.97316465e-02  2.79959023e-01 -1.31399363e-01 -2.00647563e-01
   1.90496221e-01 -1.87298238e-01  2.24752024e-01 -6.67349920e-02
  -3.64855304e-02 -7.99114555e-02  1.39579162e-01 -3.96963656e-02]
 [ 3.93017940e-02 -1.74696799e-02  2.21553445e-03 -1.59856409e-01
   7.70903453e-02  2.60579616e-01 -9.37945545e-02 -1.69940263e-01
   1.81424171e-01 -1.44945502e-01  1.91237256e-01 -3.72710377e-02
  -8.87515396e-03 -7.07403719e-02  1.01915225e-01 -1.51571035e-02]
 [-1.21822096e-02 -3.14743817e-02  5.57828462e-05 -1.31903499e-01
   2.75828484e-02  2.18204588e-01 -1.15678199e-02 -1.02795571e-01
   1.61587209e-01 -5.23369350e-02  1.17953837e-01  2.71548964e-02
   5.14977872e-02 -5.06868549e-02  1.95592232e-02  3.85004655e-02]
 [-4.82699797e-02 -4.12909947e-02 -1.45809748e-03 -1.12309873e-01
  -7.11949216e-03  1.88501775e-01  4.60691154e-02 -5.57304323e-02
   1.47682458e-01  1.25771398e-02  6.65857345e-02  7.23143369e-02
   9.38162580e-02 -3.66303250e-02 -3.81683148e-02  7.61118010e-02]]","[-0.01209762 -0.01018976  0.00288752  0.00466811  0.00848212  0.01682184
  0.02266757]",1.0,1,3,Cluster-1,0.004748541
